name,cafeurl,reviewcnt,rating,pricerng,postcode,lat,long,rev_Excellent,rev_Very good,rev_Average,rev_Poor,rev_Terrible,topcat,borough,price_num
Caffe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d717943-Reviews-Caffe_Nero-London_England.html,63,4.0,££ - £££,NW3 1RG,51.5462,-0.168075,11,13,7,0,1,Very good,Camden,2
Cafe Lokum,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4138102-Reviews-Cafe_Lokum-London_England.html,40,4.5,£,SE12 0PS,51.44480000000001,0.0209,33,5,0,0,2,Excellent,Lewisham,1
Saint Espresso,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7691714-Reviews-Saint_Espresso-London_England.html,66,4.0,££ - £££,N1 9HJ,51.53669,-0.0944,30,13,5,2,5,Excellent,Islington,2
Caffe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5779107-Reviews-Caffe_Nero-London_England.html,35,4.5,££ - £££,SE1 8LL,51.49874615384616,-0.0930384615384615,11,7,2,0,0,Excellent,Lambeth,2
DeRosier Chocolate and Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5439886-Reviews-DeRosier_Chocolate_and_Coffee-London_England.html,33,4.5,££ - £££,SW18 5NL,51.4489,-0.1971,25,3,2,0,1,Excellent,Sutton and Merton,2
You Don't Bring Me Flowers,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7284460-Reviews-You_Don_t_Bring_Me_Flowers-London_England.html,37,4.5,££ - £££,SE13 5ND,51.4643,-0.0119,24,7,0,5,1,Excellent,Lewisham,2
Saint Espresso & Kitchen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12641842-Reviews-Saint_Espresso_Kitchen-London_England.html,30,4.5,££ - £££,NW5 2TG,51.5517,-0.1413,20,5,2,2,0,Excellent,Camden,2
The Beehive,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14941239-Reviews-The_Beehive-London_England.html,21,4.5,£,E2 9LH,51.5386,-0.055525,15,2,0,0,1,Excellent,Tower Hamlets,1
Swallow Coffee Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12847800-Reviews-Swallow_Coffee_Shop-London_England.html,35,4.5,££ - £££,W12 8EG,51.505,-0.2211,23,4,1,4,1,Excellent,Hammersmith and Fulham,2
Euphorium - St. Christopher's Place,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13010240-Reviews-Euphorium_St_Christopher_s_Place-London_England.html,21,4.5,£,W1U 1BF,51.5085,-0.1257,14,5,1,0,1,Excellent,Westminster,1
F. Mondays,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8440448-Reviews-F_Mondays-London_England.html,41,4.5,£,SW2 1AH,51.4548,-0.1158,29,6,3,1,2,Excellent,Lambeth,1
The Hoarder Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15680085-Reviews-The_Hoarder_Coffee-London_England.html,13,5.0,£,SW6 1TS,51.4803,-0.1993,11,1,0,0,0,Excellent,Hammersmith and Fulham,1
Feya,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d14076260-Reviews-Feya-London_England.html,228,3.5,££ - £££,W1U 1DT,51.5085,-0.1257,82,36,30,23,37,Excellent,Westminster,2
Rough Trade East Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1391939-Reviews-Rough_Trade_East_Cafe-London_England.html,80,4.0,£,E1 6QL,51.51302727272727,-0.0617727272727272,23,22,2,1,6,Excellent,Tower Hamlets,1
The Electric Elephant Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3544052-Reviews-The_Electric_Elephant_Cafe-London_England.html,101,4.0,£,SE17 3AE,51.48563333333333,-0.1028333333333333,33,30,11,12,7,Excellent,Southwark,1
Paul,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2387611-Reviews-Paul-London_England.html,55,4.0,££ - £££,W1U 8EW,51.5085,-0.1257,15,12,2,1,3,Excellent,Westminster,2
Woolidando,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8094931-Reviews-Woolidando-London_England.html,43,4.5,£,E2 6AH,51.5386,-0.055525,28,9,1,0,4,Excellent,Tower Hamlets,1
Common Ground Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13980222-Reviews-Common_Ground_Cafe-London_England.html,41,4.0,££ - £££,N4 3EF,51.5693,-0.1069,21,5,5,6,2,Excellent,Islington,2
The Twins Coffee Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d919126-Reviews-The_Twins_Coffee_Shop-London_England.html,19,5.0,£,NW1 9EU,51.52988181818182,-0.1471818181818182,14,3,0,0,0,Excellent,Camden,1
Sendero Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12095869-Reviews-Sendero_Coffee-London_England.html,57,4.0,£,SW11 5RW,51.469166666666666,-0.1619333333333333,32,9,2,1,8,Excellent,Wandsworth,1
Stir Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9811656-Reviews-Stir_Coffee-London_England.html,34,4.5,££ - £££,SW2 1AA,51.4548,-0.1158,25,3,2,4,0,Excellent,Lambeth,2
Petitou,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1018408-Reviews-Petitou-London_England.html,50,4.5,££ - £££,SE15 4AR,51.470175,-0.060325,30,11,1,1,4,Excellent,Southwark,2
D1 Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5063845-Reviews-D1_Coffee-London_England.html,35,4.5,££ - £££,NW8 8JN,51.5299,-0.1747,21,6,2,0,3,Excellent,Westminster,2
Parissi,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8046869-Reviews-Parissi-London_England.html,36,4.5,££ - £££,SW9 8PX,51.474,-0.1168,23,7,1,3,1,Excellent,Lambeth,2
Allpress Roastery Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10238254-Reviews-Allpress_Roastery_Cafe-London_England.html,47,4.5,££ - £££,E8 2NG,51.548,-0.0629,28,12,3,1,3,Excellent,City and Hackney Teaching,2
Bambino's on the Park,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9703518-Reviews-Bambino_s_on_the_Park-London_England.html,62,4.5,££ - £££,N13 4PP,51.6179,-0.1101,48,2,3,3,6,Excellent,Enfield,2
Element Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d16813787-Reviews-Element_Coffee-London_England.html,23,5.0,££ - £££,W13 9SJ,51.5122,-0.311625,22,0,0,0,1,Excellent,Ealing,2
Devotion Coffee Traders,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12433546-Reviews-Devotion_Coffee_Traders-London_England.html,16,5.0,£,SW11 1RZ,51.469166666666666,-0.1619333333333333,13,2,0,0,0,Excellent,Wandsworth,1
Hamlet Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2507924-Reviews-Hamlet_Cafe-London_England.html,37,4.0,£,N19 4DX,51.5649,-0.1351,22,9,0,1,4,Excellent,Islington,1
"Hermanos Colombian Coffee Roasters, Columbia Road",https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15649169-Reviews-Hermanos_Colombian_Coffee_Roasters_Columbia_Road-London_England.html,22,4.5,££ - £££,E2 7RG,51.5386,-0.055525,18,0,1,1,1,Excellent,Tower Hamlets,2
The Wash House Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3983114-Reviews-The_Wash_House_Cafe-London_England.html,32,4.5,£,SW1P 3BU,51.5085,-0.1257,13,11,5,0,0,Excellent,Westminster,1
Benugo - Museum of London,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2448303-Reviews-Benugo_Museum_of_London-London_England.html,148,3.5,££ - £££,EC2Y 5HN,51.5198,-0.0948,19,59,27,12,7,Very good,City and Hackney Teaching,2
Tinto Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3489581-Reviews-Tinto_Coffee-London_England.html,72,4.0,££ - £££,SW6 6SX,51.4803,-0.1993,33,18,9,4,3,Excellent,Hammersmith and Fulham,2
The Borough Barista,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2668855-Reviews-The_Borough_Barista-London_England.html,100,4.0,£,W1H 7JN,51.5176,-0.1612,39,32,5,6,11,Excellent,Westminster,1
Coffee Studio 7 Gr.,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12908278-Reviews-Coffee_Studio_7_Gr-London_England.html,18,5.0,££ - £££,E1 6LG,51.51302727272727,-0.0617727272727272,16,0,1,0,0,Excellent,City and Hackney Teaching,2
Taylor St Baristas Bank,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3847433-Reviews-Taylor_St_Baristas_Bank-London_England.html,84,4.0,££ - £££,EC2N 1AR,51.5163,-0.0875,37,20,10,7,7,Excellent,City and Hackney Teaching,2
The Coffee Lounge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3977123-Reviews-The_Coffee_Lounge-London_England.html,59,4.0,£,SE18 6AB,51.48716666666667,0.0740666666666666,26,17,9,5,1,Excellent,Greenwich Teaching,1
Wayne's Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12991175-Reviews-Wayne_s_Coffee-London_England.html,41,4.0,£,W8 6SA,51.501125,-0.1985,17,13,2,0,4,Excellent,Kensington and Chelsea,1
The Yard Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7078628-Reviews-The_Yard_Cafe-London_England.html,24,5.0,££ - £££,N22 7ST,51.6,-0.1167,20,4,0,0,0,Excellent,Haringey Teaching,2
Ozwald Cobblepot,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d17277502-Reviews-Ozwald_Cobblepot-London_England.html,22,4.5,££ - £££,W4 4AR,51.4927,-0.258,19,0,1,1,1,Excellent,Hounslow,2
Zealand Road Coffee Shop,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4473088-Reviews-Zealand_Road_Coffee_Shop-London_England.html,42,4.5,£,E3 5QS,51.52765714285714,-0.0265714285714285,29,7,1,1,3,Excellent,Tower Hamlets,1
Ginger & Moore,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12929954-Reviews-Ginger_Moore-London_England.html,37,4.5,££ - £££,W5 2AB,51.516333333333336,-0.2851888888888889,24,6,4,2,1,Excellent,Ealing,2
Roasted Bean,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12295897-Reviews-Roasted_Bean-London_England.html,31,4.5,££ - £££,SE19 3RY,51.417875,-0.085075,20,7,1,0,2,Excellent,Croydon,2
Cricks Corner,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10460413-Reviews-Cricks_Corner-London_England.html,20,4.5,£,N19 5HU,51.5649,-0.1351,10,9,0,0,0,Excellent,Islington,1
Benita Bakery,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12711782-Reviews-Benita_Bakery-London_England.html,33,4.5,£,N1 1RU,51.53669,-0.0944,19,8,0,1,2,Excellent,Islington,1
19 Brooks Mews,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10594417-Reviews-19_Brooks_Mews-London_England.html,21,5.0,££ - £££,W1K 4DX,51.5085,-0.1257,19,1,0,0,1,Excellent,Westminster,2
The Parlour,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8692744-Reviews-The_Parlour-London_England.html,34,4.5,£,SE24 9AA,51.4542,-0.0983,20,8,2,2,1,Excellent,Southwark,1
Goswell Road Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1016843-Reviews-Goswell_Road_Coffee-London_England.html,59,4.0,£,EC1V 7DU,51.5265,-0.0986,24,21,3,3,5,Excellent,Islington,1
Bella Nova,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12855692-Reviews-Bella_Nova-London_England.html,27,4.5,££ - £££,SE4 2RA,51.46099999999999,-0.0352,17,3,2,1,2,Excellent,Lewisham,2
Tomtom Mess Hall,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7023417-Reviews-Tomtom_Mess_Hall-London_England.html,68,4.0,££ - £££,SW1W 9LT,51.5085,-0.1257,27,13,2,7,5,Excellent,Westminster,2
Arc Le Salon,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d23391534-Reviews-Arc_Le_Salon-London_England.html,22,4.5,££££,W1J 5HD,51.5085,-0.1257,18,1,0,0,3,Excellent,Westminster,3
By the Bridge Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7243820-Reviews-By_the_Bridge_Cafe-London_England.html,37,4.5,£,E2 8AS,51.5386,-0.055525,21,8,2,2,2,Excellent,City and Hackney Teaching,1
Cafe Lemon,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4554202-Reviews-Cafe_Lemon-London_England.html,44,4.0,£,N15 5AA,51.584300000000006,-0.073,22,12,3,1,3,Excellent,Haringey Teaching,1
Workshop Coffee Co.,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7996142-Reviews-Workshop_Coffee_Co-London_England.html,44,4.0,££ - £££,W1W 7FE,51.5085,-0.1257,21,12,6,2,1,Excellent,Westminster,2
Moka,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3604908-Reviews-Moka-London_England.html,36,4.5,££ - £££,N4 1RQ,51.5693,-0.1069,21,7,5,2,1,Excellent,Haringey Teaching,2
Maison D'etre,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6438477-Reviews-Maison_D_etre-London_England.html,79,4.0,££ - £££,N1 2UP,51.53669,-0.0944,43,16,3,5,6,Excellent,Islington,2
PAUL Regent Street,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8751938-Reviews-PAUL_Regent_Street-London_England.html,36,4.0,££ - £££,W1B 2HB,51.5085,-0.1257,14,9,6,0,1,Excellent,Westminster,2
L'Express City,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7277578-Reviews-L_Express_City-London_England.html,33,4.0,£,EC4V 5BY,51.5085,-0.1257,20,5,2,1,4,Excellent,City and Hackney Teaching,1
Origin Coffee Roasters,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13952681-Reviews-Origin_Coffee_Roasters-London_England.html,21,4.5,£,NW1 2DB,51.52988181818182,-0.1471818181818182,15,3,0,0,1,Excellent,Camden,1
DeRosier Chocolate and Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12459412-Reviews-DeRosier_Chocolate_and_Coffee-London_England.html,16,5.0,£,SW18 4HP,51.4489,-0.1971,12,4,0,0,0,Excellent,Wandsworth,1
Petit Dejeuner,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13378310-Reviews-Petit_Dejeuner-London_England.html,12,5.0,£,W1F 9EA,51.5085,-0.1257,9,2,0,0,0,Excellent,Westminster,1
Starbucks,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d2374199-Reviews-Starbucks-London_England.html,78,4.0,£,W2 1ES,51.51413636363636,-0.1886454545454545,14,11,6,3,4,Excellent,Westminster,1
Peyton and Byrne,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10497177-Reviews-Peyton_and_Byrne-London_England.html,57,4.0,££ - £££,W1W 5QP,51.5085,-0.1257,17,21,3,5,3,Very good,Westminster,2
The Italian Coffee Club,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15198924-Reviews-The_Italian_Coffee_Club-London_England.html,14,5.0,£,W12 8DG,51.505,-0.2211,13,0,0,0,0,Excellent,Hammersmith and Fulham,1
Coffee Plant,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1058915-Reviews-Coffee_Plant-London_England.html,77,4.0,£,W11 2EB,51.507525,-0.205,28,24,5,2,6,Excellent,Kensington and Chelsea,1
Stella Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10381930-Reviews-Stella_Coffee-London_England.html,26,4.5,£,SW5 9JU,51.487,-0.1909999999999999,5,2,2,0,1,Excellent,Kensington and Chelsea,1
Tap Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5769013-Reviews-Tap_Coffee-London_England.html,32,4.5,£,W1T 1JD,51.5085,-0.1257,16,7,4,0,1,Excellent,Camden,1
Moreish Cafe Deli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4915954-Reviews-Moreish_Cafe_Deli-London_England.html,175,3.5,£,WC1N 1AG,51.5085,-0.1257,60,37,12,13,25,Excellent,Camden,1
Costa Covent Garden,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4309074-Reviews-Costa_Covent_Garden-London_England.html,44,4.0,£,WC2H 9HJ,51.5085,-0.1257,10,17,2,2,2,Very good,Camden,1
Caffe Napoli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12233247-Reviews-Caffe_Napoli-London_England.html,18,4.5,£,W1T 2PR,51.5085,-0.1257,12,0,0,1,2,Excellent,Camden,1
Hatch,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7139498-Reviews-Hatch-London_England.html,35,4.5,££ - £££,E9 6AB,51.5394,-0.0414,21,5,4,3,0,Excellent,City and Hackney Teaching,2
Costa Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8284607-Reviews-Costa_Coffee-London_England.html,43,4.0,££ - £££,EC4V 6AF,51.5085,-0.1257,13,6,5,0,1,Excellent,City and Hackney Teaching,2
The Coal House Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12688891-Reviews-The_Coal_House_Cafe-London_England.html,42,4.0,££ - £££,N16 5HQ,51.5625,-0.074,21,11,2,4,3,Excellent,City and Hackney Teaching,2
La Bakerie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3338622-Reviews-La_Bakerie-London_England.html,102,4.0,££ - £££,E11 2RL,51.57656666666667,0.0171666666666666,49,17,16,9,11,Excellent,Redbridge,2
Il Molino,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d5432942-Reviews-Il_Molino-London_England.html,77,4.0,£,SW11 5QH,51.469166666666666,-0.1619333333333333,40,12,5,8,8,Excellent,Wandsworth,1
Caffe Nero,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4492841-Reviews-Caffe_Nero-London_England.html,52,4.0,££ - £££,WC2E 9NG,51.5085,-0.1257,15,12,5,3,2,Excellent,Westminster,2
Em's Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6696421-Reviews-Em_s_Coffee-London_England.html,103,4.0,££ - £££,N20 9HJ,51.6333,-0.1833199999999999,61,24,2,3,13,Excellent,Barnet,2
Vagabond N7,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d6838625-Reviews-Vagabond_N7-London_England.html,63,4.0,£,N7 8LT,51.5491,-0.1205142857142857,31,15,6,4,4,Excellent,Islington,1
The Gentlemen Baristas London Bridge,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d15011996-Reviews-The_Gentlemen_Baristas_London_Bridge-London_England.html,13,5.0,£,SE1 9AB,51.49874615384616,-0.0930384615384615,10,1,0,0,0,Excellent,Southwark,1
No. 6 Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12839461-Reviews-No_6_Coffee-London_England.html,15,5.0,£,W7 2DG,51.5118,-0.3358999999999999,13,1,0,0,0,Excellent,Ealing,1
Old Cottage Coffee Shop Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12125775-Reviews-Old_Cottage_Coffee_Shop_Cafe-London_England.html,16,4.5,£,SE7 8UB,51.4842,0.0339,12,2,0,0,1,Excellent,Greenwich Teaching,1
Caffe Fratelli,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7933067-Reviews-Caffe_Fratelli-London_England.html,73,4.0,£,E16 1AS,51.50108,0.0442,25,17,7,2,9,Excellent,Newham,1
Cable Cafe Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d3346355-Reviews-Cable_Cafe_Bar-London_England.html,57,4.0,£,SW9 6BU,51.474,-0.1168,25,17,7,2,4,Excellent,Lambeth,1
Starbucks,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d11657333-Reviews-Starbucks-London_England.html,67,4.0,££ - £££,WC2H 9EA,51.5085,-0.1257,28,11,4,2,9,Excellent,Westminster,2
Milk Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d1389041-Reviews-Milk_Bar-London_England.html,80,4.0,££ - £££,W1D 4AG,51.5085,-0.1257,25,26,10,2,5,Very good,Westminster,2
Familia Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9568719-Reviews-Familia_Cafe-London_England.html,27,4.5,£,E7 9BB,51.5481,0.026475,19,6,0,0,2,Excellent,Newham,1
The Pigeon Hole Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d7162461-Reviews-The_Pigeon_Hole_Cafe-London_England.html,36,4.5,£,SE5 7AP,51.474575,-0.090125,24,3,1,4,1,Excellent,Southwark,1
Costa Coffee,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4082878-Reviews-Costa_Coffee-London_England.html,155,3.5,£,W1J 9HU,51.5085,-0.1257,24,34,19,9,13,Very good,Westminster,1
Pangea Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d19744087-Reviews-Pangea_Cafe-London_England.html,11,5.0,£,E1 6LY,51.51302727272727,-0.0617727272727272,11,0,0,0,0,Excellent,Tower Hamlets,1
Think Coffee And Ink,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d18193491-Reviews-Think_Coffee_And_Ink-London_England.html,11,5.0,£,NW1 7JH,51.52988181818182,-0.1471818181818182,11,0,0,0,0,Excellent,Camden,1
The Bread Boutique,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13742961-Reviews-The_Bread_Boutique-London_England.html,13,5.0,£,W9 2BT,51.52442,-0.18458,11,0,0,0,0,Excellent,Westminster,1
Think Positive,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d17655406-Reviews-Think_Positive-London_England.html,12,5.0,£,SW2 2UB,51.4548,-0.1158,11,1,0,0,0,Excellent,Lambeth,1
Holy Shot,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10517201-Reviews-Holy_Shot-London_England.html,20,4.5,£,E2 7DG,51.5386,-0.055525,11,4,1,1,0,Excellent,Tower Hamlets,1
Brewbird,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d9880090-Reviews-Brewbird-London_England.html,15,5.0,££ - £££,SE5 8UA,51.474575,-0.090125,13,2,0,0,0,Excellent,Southwark,2
Guy Gold Coffee Bar & Treatment Rooms,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d12690315-Reviews-Guy_Gold_Coffee_Bar_Treatment_Rooms-London_England.html,13,5.0,£,NW1 7DB,51.52988181818182,-0.1471818181818182,12,0,0,0,0,Excellent,Camden,1
Sweet Patisserie,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d4295324-Reviews-Sweet_Patisserie-London_England.html,42,4.0,£,EC1R 4QE,51.5085,-0.1257,25,7,2,1,4,Excellent,Islington,1
Montparnasse Cafe,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d8507498-Reviews-Montparnasse_Cafe-London_England.html,63,4.0,££ - £££,W8 5ET,51.501125,-0.1985,34,12,3,0,9,Excellent,Kensington and Chelsea,2
Chapter Coffee Roasters & Bar,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d18906409-Reviews-Chapter_Coffee_Roasters_Bar-London_England.html,18,4.5,££ - £££,W14 8XU,51.49550000000001,-0.21798,12,3,1,1,1,Excellent,Hammersmith and Fulham,2
Ole & Steen,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d13976374-Reviews-Ole_Steen-London_England.html,37,4.0,££ - £££,W8 4SH,51.501125,-0.1985,13,12,7,2,2,Excellent,Kensington and Chelsea,2
The Little Coffee Tree,https://www.tripadvisor.co.uk/Restaurant_Review-g186338-d10073170-Reviews-The_Little_Coffee_Tree-London_England.html,19,4.5,££ - £££,W9 3JP,51.52442,-0.18458,13,2,0,0,1,Excellent,Westminster,2
